Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
110	10	Stimpson, D.- CHEM	Barahona, K.- SPAN I	Morrow Gonzalez, S.- 10 LIT & COMP	Schneider, E.- ACADEMIC CONTACT	McCurley, C.- GEOMETRY: CONC & CONN	Shelnutt, R.- WORLD HIST	Dudek, K.- AFF. SKILLS B
111	10	Morrow Gonzalez, S.- 10 LIT & COMP	Rungruang, R.- WORLD HIST	Filomeno, N.- SPAN I	Bass, T.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Bass, T.- GEOMETRY: CONC & CONN	Dickens, K.- CHEM
112	10	Chelko, K.- MOD DAY	Swanson, K.- WORLD HIST GF	Held, H.- 10 LIT & COMP GF	Erwin, J.- CHEM GF	Chelko, K.- MOD DAY	Foote, M.- ADV ALG: CONC & CONN GF	Chelko, K.- MOD DAY
113	12	Linderman, A.- PS MVCALC(MA2551	Witmer, C.- AP MACRECON GF	Stanley, L.- MSTRY BAND II	Michael, C.- AP COMPSCI A GIF	Hanley, V.- ACADEMIC CONTACT	Powers, C.- AP FRENCH GF	Gorun, J.- AP RES ELA-CAP GF
114	12	Rovie, E.- AP LANG COMP	Thornton, S.- ANAT & PHYS	Mobley, D.- AP STAT	Rotondi, A.- AMGOV/CIV HON	Echevarria, A.- ACADEMIC CONTACT	Stephenson, M.- PEER LEADERS 1	Pearson, J.- SPORTS MEDICINE
115	12	Mincy, C.- ADV TM SP	Lester, G.- HOSP/TOURISM ESSEN	Severtson, K.- 12 BR LIT & COMP	Conway, C.- STAT REASONING	Hanley, V.- ACADEMIC CONTACT	Rotondi, A.- AMGOV/CIV	Haynes, J.- FOREN SCI
116	10	Amin, U.- 10 LIT & COMP	Amin, U.- GEOMETRY: CONC & CONN	Amin, U.- EARTH SYS	Amin, U.- WORLD HIST	Amin, U.- ACADEMIC CONTACT	Amin, U.- INTRO LT SPORTS	Amin, U.- COMM SERV I
117	12	Haynes, J.- FOREN SCI	Gilbert, R.- PHYSICAL COND	Campbell, T.- STAT REASONING	Jones, P.- INTERMED TEAM SPORTS	Echevarria, A.- ACADEMIC CONTACT	Witmer, C.- ECON & PERS FIN	Walsh, B.- 12 BR LIT & COMP
118	12	Rossino, K.- LATIN II	Severtson, K.- 12 BR LIT & COMP	Settles Livers, C.- NAT RES MGMT	Mcdaniel, J.- ECON & PERS FIN HON	Chatham, H.- ACADEMIC CONTACT	Walters, J.- CONTEM ISSUES	Conway, C.- STAT REASONING
119	12	Kling, D.- AP LIT/COMP GF	Pearson, J.- SPORTS MEDICINE	Erwin, J.- AP CHEM GF	Mcdaniel, J.- ECON & PERS FIN HON	Backfisch, R.- AP CAL AB GF	Hill, J.- ACADEMIC CONTACT	Jones, P.- INTRO TEAM SPORTS
120	12				Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
121	12	Rovie, E.- AP LANG COMP GF	Koontz, A.- AP AM GOV GF	Lee, W.- WGT TN	Debban, E.- ACADEMIC CONTACT	Mclendon, J.- AP STAT GIFT	Swanson, K.- AP PSYCH GF	Erwin, J.- AP CHEM GF
122	12	Dodson, P.- 12 BR LIT & COMP	Chouloute, J.- ECON & PERS FIN	Filomeno, N.- SPAN I	Boyt, M.- ACADEMIC CONTACT	Cason, C.- INTRO TEAM SPORTS	Mohsen, A.- FOREN SCI	Allison, D.- STAT REASONING
123	12	Haynes, J.- FOREN SCI	Conway, C.- STAT REASONING	Still, C.- INT WOM CHOR III	Rotondi, A.- AMGOV/CIV HON	Walsh, B.- ACADEMIC CONTACT	Walsh, B.- 12 BR LIT & COMP	Debban, E.- JEWELRY METAL I
124	12	Martin, S.- SPAN III	Woods, L.- 12 BR LIT & COMP	Conway, C.- STAT REASONING	Garcia, C.- 10 LIT & COMP	Walsh, B.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Robertson, M.- AMGOV/CIV
125	12	Linderman, A.- PS MVCALC(MA2551	Meyer, M.- AP PSYCH GF	Timmons, S.- AP LANG COMP GF	Witmer, C.- AP MACRECON GF	Phillips, L.- LIN ALG/COM SC GF	Hill, J.- ACADEMIC CONTACT	Keyser, C.- AP PHY C:E&M GF
126	12	Goodwin-Morales, A.- SPAN II	Woods, L.- 12 BR LIT & COMP	Rotondi, A.- AMGOV/CIV HON	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
127	12	Hill, J.- ECON & PERS FIN	Campbell, T.- STAT REASONING	Woods, L.- 12 BR LIT & COMP	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
128	12	Erwin, J.- AP CHEM GF	Stephens, B.- BUSI COMM	Witmer, C.- AP MACRECON GF	Timmons, S.- AP LANG COMP GF	Mcdaniel, J.- ACADEMIC CONTACT	Hanley, V.- AP PRECALCULUS GIFTED	Rossino, K.- AP LATIN GF
129	12	Koontz, A.- AP AM GOV	Kendall, M.- ADV ORCH I	Thompson, E.- AP STAT	Ernest, K.- FRENCH III	Timmons, S.- AP LANG COMP	Hill, J.- ACADEMIC CONTACT	Byrd, J.- AP COMP SCI PRINC
130	12	Creasy, A.- SPO WLD LANG FR SP WS I	Woods, L.- 12 BR LIT & COMP	Thornton, S.- ANAT & PHYS	Johnson, M.- PRECALCULUS	Boyt, M.- ECON & PERS FIN HON	Kling, D.- ACADEMIC CONTACT	Campbell, L.- EXAM TEACH PROF
131	12	Creasy, A.- NA RES WS I	Rossino, K.- LATIN III HON	Stanley, L.- MSTRY BAND I	Witmer, C.- AP MACRECON	Rockwell, S.- ACADEMIC CONTACT	Costigan, C.- BEG JAZZ I	Campbell, T.- AP STAT
132	12	Winzeler, M.- AP CAL AB GF	Erwin, J.- AP CHEM GF	Witmer, C.- AP MACRECON GF	Mclendon, J.- AP STAT GIFT	Humphrey, E.- ACADEMIC CONTACT	Rovie, E.- AP LANG COMP GF	Gorun, J.- AP RES ELA-CAP GF
133	12	Teacher, R.- LIT/HIS OLD TMT TR	Hill, J.- AMGOV/CIV	Lester, G.- HOSP/TOURISM MGMT	Chambers, K.- ACADEMIC CONTACT	Campbell, T.- STAT REASONING	Walsh, B.- 12 BR LIT & COMP	Pearson, J.- SPORTS MEDICINE
134	12	Delong, B.- AMGOV/CIV HON	Crawford, A.- 12 BR LIT&COMP GF	Stanley, L.- MSTRY BAND II	Myers, M.- ADV PHYS ROBOTIC GF	Hanley, V.- ACADEMIC CONTACT	Costigan, C.- BEG JAZZ I	Campbell, T.- AP STAT GIFT
135	12	Crawford, A.- 12 BR LIT&COMP GF	Mcdaniel, J.- ECON & PERS FIN HON	Stanley, L.- MSTRY BAND I	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- GRAYSON PM		
136	12	Phillips, L.- ADV CALC II GF	Koontz, A.- AP AM GOV GF	Thompson, E.- AP STAT GIFT	Zoeller, C.- ACADEMIC CONTACT	Meyer, M.- AP PSYCH GF	Rovie, E.- AP LANG COMP GF	Keyser, C.- AP PHY C:E&M GF
137	12		Kendall, M.- ADV ORCH II	Gorun, J.- AP RES ELA-CAP GF	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
138	12	Dunbar, H.- INTRO BUSI TECH	Conway, C.- STAT REASONING	Walsh, B.- 12 BR LIT&COMP GF	Mcdaniel, J.- ECON & PERS FIN HON	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I	
139	12	Dodson, P.- 12 BR LIT & COMP	Chouloute, J.- ECON & PERS FIN	Phillips, L.- COMP SCI PRINC	Dunbar, H.- FINANCE LIT	Costigan, C.- BEG MUSIC TECH	Grigg, A.- ACADEMIC CONTACT	Haynes, J.- FOREN SCI
140	12	Dodson, P.- 12 BR LIT & COMP	Nighbert, C.- ADV WGT TN	Jackson, D.- FINANCE LIT	Hill, J.- ECON & PERS FIN	Hanley, V.- ACADEMIC CONTACT	Mohsen, A.- FOREN SCI	Allison, D.- STAT REASONING
141	12	Delong, B.- AMGOV/CIV HON			Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I		
142	12	Michael, C.- AP COMPSCI A GIF	Koontz, A.- AP AM GOV GF	Thornton, C.- AP ENV SC GF	Chetram, M.- BIO ENGIN GF	Echevarria, A.- ACADEMIC CONTACT	Clemens, W.- 12 BR LIT&COMP GF	Thompson, E.- AP STAT GIFT
143	12	Koontz, A.- AP AM GOV GF	Thompson, E.- AP STAT GIFT	Timmons, S.- AP LANG COMP GF	MacKay, J.- FOREN SCI	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I	
144	12	Rossino, K.- LATIN II	Chouloute, J.- ECON & PERS FIN	Fowler, M.- 12 BR LIT & COMP	Lindahl, L.- ADV DRAMA II	Echevarria, A.- ACADEMIC CONTACT	Mohsen, A.- FOREN SCI	Allison, D.- STAT REASONING
145	12	Thornton, C.- AP ENV SC GF	Mobley, D.- AP STAT GIFT	Gorun, J.- AP RES ELA-CAP GF	Rotondi, A.- AMGOV/CIV HON	Ceuninck, E.- PEER FAC I	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- SPO WLD LANG FR SP WS I
146	12	Keyser, C.- PHYSICS HON	Kling, D.- AP LIT/COMP	Lee, W.- PHYSICAL COND	Rotondi, A.- AMGOV/CIV HON	Jameson, A.- CALC	Grigg, A.- ACADEMIC CONTACT	Jones, P.- INTRO TEAM SPORTS
147	12	Jones, P.- GENERAL PE II	Bui, A.- A/V TECH/FILM I	Lester, G.- HOSP/TOURISM ESSEN				
148	12	Erwin, J.- AP CHEM GF	Rovie, E.- AP LANG COMP GF	Rotondi, A.- AMGOV/CIV HON	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
149	12			Stanley, L.- MSTRY BAND I				
150	12	Crawford, A.- 12 BR LIT&COMP GF	Debban, E.- DRAW/PAINT I	Boyt, M.- ECON & PERS FIN HON	Still, C.- MSTRY WMS CHO III	Vigardt, C.- AP STU ART 2D DES GIF	Hill, J.- ACADEMIC CONTACT	Backfisch, R.- AP CAL AB GF
151	12	Witmer, C.- AP MACRECON GF	Rovie, E.- AP LANG COMP GF	Lindahl, L.- TECH THEATRE II	Kaiser, D.- AP PSYCH GF	Humphrey, E.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT	Creasy, A.- COMM TECH WS I
152	12	Chelko, K.- MAXWELL AM			Thompson, E.- ACADEMIC CONTACT	Crawford, A.- 12 BR LIT&COMP HON	Boyt, M.- AMGOV/CIV HON	Conway, C.- STAT REASONING
153	12	Walters, J.- CONTEM ISSUES	Witmer, C.- AP MACRECON GF	Thornton, C.- AP ENV SC GF	Kling, D.- 11 AM LIT&COMP GF	Rockwell, S.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT	Meyer, M.- AP PSYCH GF
154	12	Woods, L.- 12 BR LIT & COMP	Mcdaniel, J.- ECON & PERS FIN HON	Campbell, T.- STAT REASONING	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
155	12	Crawford, A.- 12 BR LIT&COMP HON	Haynes, J.- FORENSIC SCI HON	Still, C.- INT WOM CHOR III	Rotondi, A.- AMGOV/CIV HON	Mcdaniel, J.- ACADEMIC CONTACT	Allgood, A.- LATIN III	Conway, C.- STAT REASONING
156	12	Kling, D.- AP LIT/COMP	Thompson, E.- AP STAT	Rotondi, A.- AMGOV/CIV HON	Crews, L.- ACADEMIC CONTACT	Ceuninck, E.- PEER FAC I	Crews, L.- PHOTO II	Pearson, J.- SPORTS MEDICINE
157	12	Mcdaniel, J.- ECON & PERS FIN HON	Gilbert, R.- ADV PHYS COND	Thompson, E.- AP STAT	Chambers, K.- ACADEMIC CONTACT	Ceuninck, E.- PEER LEADERS 1	Duncan, K.- AP COMP SCI PRINC	
158	12	Creasy, A.- MKT WS I		Mcdaniel, J.- ECON & PERS FIN HON	Conway, C.- STAT REASONING	Witmer, C.- ACADEMIC CONTACT	Haynes, J.- FORENSIC SCI HON	Clemens, W.- 12 BR LIT&COMP HON
159	12	Walsh, B.- 12 BR LIT & COMP	Campbell, T.- STAT REASONING	Haynes, J.- FOREN SCI	Hill, J.- ECON & PERS FIN	Cason, C.- INTERMED TEAM SPORTS	Timmons, S.- ACADEMIC CONTACT	Cicora, C.- INTRO REC GAMES
160	12	Witmer, C.- AP MACRECON GF	Tshudy, E.- CLAS/CONT PART II	Gorun, J.- AP RES ELA-CAP GF	Thornton, C.- AP ENV SC GF	Timmons, S.- AP LANG COMP GF	Kling, D.- ACADEMIC CONTACT	Thompson, E.- AP STAT GIFT
161	12	Thornton, C.- AP ENV SC GF	Rovie, E.- AP LANG COMP GF	Costigan, C.- MSTRY MUSIC TECH	Rossino, K.- AP LATIN GF	Boyt, M.- ECON & PERS FIN HON	Backfisch, R.- ACADEMIC CONTACT	Thompson, E.- AP STAT GIFT
162	12	Filomeno, N.- SPAN I	Hill, J.- AMGOV/CIV	Bui, A.- A/V TECH/FILM I	Hughes, J.- SOCIOLOGY	Witmer, C.- ACADEMIC CONTACT	Conway, C.- STAT REASONING	Walsh, B.- 12 BR LIT & COMP
163	12	Walters, J.- CONTEM ISSUES	Witmer, C.- AP MACRECON GF	Timmons, S.- AP LANG COMP GF	Debban, E.- ACADEMIC CONTACT	Phillips, L.- LIN ALG/COM SC GF	Chvatal, J.- AP BIOLOGY N EO GF	Gorun, J.- AP RES ELA-CAP GF
164	12	Mcdaniel, J.- ECON & PERS FIN HON	Thompson, E.- AP STAT GIFT	Allgood, A.- LATIN III	Schmiedt, I.- ACADEMIC CONTACT	Settles Livers, C.- NAT RES MGMT	Stephens, B.- BUSI COMM	Clemens, W.- 12 BR LIT&COMP GF
165	12	Erwin, J.- AP CHEM GF	Thompson, E.- AP STAT GIFT	Kendall, M.- MSTRY ORCH I	Kaiser, D.- AP PSYCH GF	Severtson, K.- ACADEMIC CONTACT		
166	12	Chelko, K.- MAXWELL AM			Thompson, E.- ACADEMIC CONTACT	Allison, D.- STAT REASONING	Severtson, K.- 12 BR LIT & COMP	Meunier, P.- AMGOV/CIV
167	12	Linderman, A.- PS DIFF EQU(MA2552	Stebbins, L.- 11 AM LIT&COMP GF	Kendall, M.- MSTRY ORCH II	Rossino, K.- AP LATIN GF	Phillips, L.- LIN ALG/COM SC GF	Grigg, A.- ACADEMIC CONTACT	Still, C.- AP MUS TH GIF
168	12	Stephens, B.- BUSI COMM	Debban, E.- DRAW & PAINT II	Hanley, V.- AP CAL AB GF	Timmons, S.- AP LANG COMP GF	Koontz, A.- AP AM GOV GF	Hill, J.- ACADEMIC CONTACT	Chvatal, J.- AP BIOLOGY N EO GF
169	12		Nighbert, C.- PHYSICAL COND	Pearson, J.- SPORTS MEDICINE	Kaiser, D.- AP PSYCH			
170	12	Koontz, A.- AP AM GOV	Thompson, E.- AP STAT	Thornton, S.- ANAT & PHYS	Thornton, C.- AP ENV SC	Woods, L.- MULTICUL LIT/ COMP HON	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I
171	12	Boyt, M.- ECON & PERS FIN	Woods, L.- 12 BR LIT & COMP	Campbell, T.- STAT REASONING	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
172	12	Edwards, S.- SPAN II HON	Haynes, J.- FORENSIC SCI HON	Stanley, L.- MSTRY BAND I	Crews, L.- ACADEMIC CONTACT	Crawford, A.- 12 BR LIT&COMP HON	Mcdaniel, J.- ECON & PERS FIN HON	Conway, C.- STAT REASONING
173	12	Erwin, J.- AP CHEM GF	Thompson, E.- AP STAT GIFT	Stephens, B.- BUSI COMM	Chambers, K.- ACADEMIC CONTACT	Boyt, M.- ECON & PERS FIN HON	Powers, C.- AP FRENCH GF	Clemens, W.- 12 BR LIT&COMP GF
174	12		Meyer, M.- AP PSYCH GF	Cicora, C.- WGT TN	Settles Livers, C.- ACADEMIC CONTACT	Settles Livers, C.- NAT RES MGMT	Campbell, T.- AP STAT GIFT	
175	12	Erwin, J.- AP CHEM GF	Rovie, E.- AP LANG COMP GF	Witmer, C.- AP MACRECON GF	Mclendon, J.- AP STAT GIFT	Phillips, L.- LIN ALG/COM SC GF	Kling, D.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH GF
176	12	Severtson, K.- 12 BR LIT & COMP	Conway, C.- STAT REASONING	Pearson, J.- SPORTS MEDICINE	Lee, W.- ADV PHYS COND	Jimenez, J.- SPAN II	Timmons, S.- ACADEMIC CONTACT	Robertson, M.- AMGOV/CIV
177	12	Gilbert, R.- INTRO TEAM SPORTS	Gilbert, R.- ADV PHYS COND	Pearson, J.- SPORTS MEDICINE	Dudek, K.- ACADEMIC CONTACT	Mclendon, J.- AP STAT GIFT	Mcdaniel, J.- ECON & PERS FIN HON	Clemens, W.- 12 BR LIT&COMP GF
178	12	Stephens, B.- BUSI COMM	Thompson, E.- AP STAT	Walsh, B.- 12 BR LIT&COMP HON	Rotondi, A.- AMGOV/CIV HON	Witmer, C.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Campbell, L.- EXAM TEACH PROF
179	12	Linderman, A.- PS MVCALC(MA2551	Witmer, C.- AP MACRECON GF	Powers, C.- FRENCH III GF	Rovie, E.- AP LIT/COMP GF	Mcdaniel, J.- ACADEMIC CONTACT	Chvatal, J.- AP BIOLOGY N EO GF	Debban, E.- JEWELRY METAL I
180	12	Jackson, D.- FINANCE LIT	Myers, M.- PHYSICS GF	Timmons, S.- AP LANG COMP GF	Boyt, M.- ACADEMIC CONTACT	Koontz, A.- AP AM GOV GF	Thomas, D.- PRECALCULUS	Meyer, M.- AP PSYCH GF
181	12	Erwin, J.- AP CHEM GF	Thompson, E.- AP STAT GIFT	Witmer, C.- AP MACRECON GF	Linderman, A.- PEER LEADERS 1	Rockwell, S.- ACADEMIC CONTACT	Rovie, E.- AP LANG COMP GF	Gorun, J.- AP RES ELA-CAP GF
182	12	Thornton, C.- AP ENV SC GF	Rovie, E.- AP LANG COMP GF	Mcdaniel, J.- ECON & PERS FIN HON	Chetram, M.- BIO ENGIN GF	Ceuninck, E.- PEER LEADERS 1	Timmons, S.- ACADEMIC CONTACT	Backfisch, R.- AP CAL AB GF
183	12	Delong, B.- AMGOV/CIV HON	Meyer, M.- AP PSYCH	Conway, C.- STAT REASONING	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
184	12	Delong, B.- AMGOV/CIV HON	Kendall, M.- ADV ORCH I	Thornton, C.- AP ENV SC GF	Rovie, E.- AP LIT/COMP GF	Settles Livers, C.- NAT RES MGMT	Kling, D.- ACADEMIC CONTACT	Thompson, E.- AP STAT GIFT
185	12	Byrd, J.- INTRO/SOFTWARE TECH	Walsh, B.- 12 BR LIT & COMP	Lee, W.- WGT TN	Hill, J.- ECON & PERS FIN	Echevarria, A.- ACADEMIC CONTACT	Johnson, M.- PRECALCULUS	Haynes, J.- FOREN SCI
186	12	Chvatal, J.- AP BIOLOGY N EO GF	Witmer, C.- AP MACRECON GF	Martin, S.- SPAN III GF	Cicora, C.- WGT TN	Mcdaniel, J.- ACADEMIC CONTACT	Jameson, A.- CALC GF	Severtson, K.- 12 BR LIT & COMP
187	12	Mcdaniel, J.- ECON & PERS FIN HON	Crawford, A.- 12 BR LIT&COMP GF	Stanley, L.- MSTRY BAND I	Chetram, M.- BIO ENGIN GF	Echevarria, A.- ACADEMIC CONTACT	Powers, C.- AP FRENCH GF	Thompson, E.- AP STAT GIFT
188	12	Walters, J.- CONTEM ISSUES	Vigardt, C.- VIS ART COMP II	Thornton, C.- AP ENV SC GF	Rovie, E.- AP LIT/COMP GF	Witmer, C.- ACADEMIC CONTACT		
189	12					Settles Livers, C.- NAT RES MGMT	Mcdaniel, J.- ECON & PERS FIN HON	Dunbar, H.- FINANCE LIT
190	12	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Still, C.- ADV MNS CHOR III	Haynes, J.- FOREN SCI GF	Conway, C.- STAT REASONING
191	12	Mcdaniel, J.- ECON & PERS FIN HON	Stanley, L.- ADV BAND II	Michael, C.- CALC	Myers, M.- ADV PHYS ROBOTIC	Duncan, K.- AP COMP SCI PRINC	Kling, D.- ACADEMIC CONTACT	Dunbar, H.- FINANCE LIT
192	12	Severtson, K.- 12 BR LIT & COMP	Campbell, T.- STAT REASONING	Rotondi, A.- AMGOV/CIV HON	Myers, M.- ADV PHYS ROBOTIC	Severtson, K.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Lester, G.- HOSP/TOURISM MGMT
193	12	Mcdaniel, J.- ECON & PERS FIN HON	Rovie, E.- AP LANG COMP	Thornton, S.- ANAT & PHYS	Mclendon, J.- AP STAT	Hanley, V.- ACADEMIC CONTACT	Vigardt, C.- SCULPTURE I	Hughes, J.- SOCIOLOGY
194	12		Thompson, E.- AP STAT GIFT		Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I		
195	12	Thornton, C.- AP ENV SC GF	Cicora, C.- PHYSICAL COND	Witmer, C.- AP MACRECON GF	Hanley, V.- AP CAL AB GF	Severtson, K.- ACADEMIC CONTACT	Walters, J.- CONTEM ISSUES	Rovie, E.- AP LIT/COMP GF
196	12	Koontz, A.- AP AM GOV GF	Haynes, J.- FOREN SCI GF	Jackson, D.- FINANCE LIT	Crews, L.- ACADEMIC CONTACT	Mclendon, J.- AP STAT GIFT	Rovie, E.- AP LANG COMP GF	Chvatal, J.- AP BIOLOGY N EO GF
197	12	Phillips, L.- ADV CALC II GF	Koontz, A.- AP AM GOV GF	Stanley, L.- MSTRY BAND II	Crews, L.- ACADEMIC CONTACT	Phillips, L.- LIN ALG/COM SC GF	Rovie, E.- AP LANG COMP GF	Erwin, J.- AP CHEM GF
198	12	Walters, J.- CONTEM ISSUES	Mcdaniel, J.- ECON & PERS FIN HON	Costigan, C.- INT MUSIC TECH	Boyt, M.- ACADEMIC CONTACT	Cason, C.- INTRO TEAM SPORTS	Jameson, A.- CALC	Clemens, W.- 12 BR LIT&COMP HON
199	12	Linderman, A.- PS MVCALC(MA2551	Kling, D.- AP LIT/COMP GF	Timmons, S.- AP LANG COMP GF	Schmiedt, I.- ACADEMIC CONTACT	Koontz, A.- AP AM GOV GF	Phillips, L.- AP COMPSCI A GIF	Keyser, C.- AP PHY C:E&M GF
200	12	Winzeler, M.- AP CAL AB GF	Rotondi, A.- AMGOV/CIV HON	Kaiser, D.- AP PSYCH GF	Echevarria, A.- SPANISH IV GF	Severtson, K.- ACADEMIC CONTACT	Phillips, L.- AP COMPSCI A GIF	Rovie, E.- AP LIT/COMP GF
201	12	Linderman, A.- PS DIFF EQU(MA2552	Erwin, J.- AP CHEM GF	Witmer, C.- AP MACRECON GF	Michael, C.- AP COMPSCI A GIF	Mcdaniel, J.- ACADEMIC CONTACT	Rovie, E.- AP LANG COMP GF	Keyser, C.- AP PHY C:E&M GF
202	12	Koontz, A.- AP AM GOV GF	Chvatal, J.- AP BIOLOGY N EO GF	Thompson, E.- AP STAT GIFT	Rovie, E.- AP LIT/COMP GF	Vigardt, C.- AP STU ART 2D DES GIF	Martin, S.- ACADEMIC CONTACT	Debban, E.- JEWELRY METAL I
203	12		Humphrey, E.- AP SPANISH GF	Mobley, D.- AP STAT GIFT	Rovie, E.- AP LIT/COMP GF			
204	12	Michael, C.- AP COMP SCI A	Kling, D.- AP LIT/COMP	Mcdaniel, J.- ECON & PERS FIN HON	Hanley, V.- AP CAL AB	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- INFO TECH WS I	
205	12	Jackson, D.- FINANCE LIT	Kendall, M.- ADV ORCH I	Pearson, J.- SPORTS MEDICINE	Rotondi, A.- AMGOV/CIV HON	Severtson, K.- ACADEMIC CONTACT	Jameson, A.- CALC GF	Clemens, W.- 12 BR LIT&COMP GF
206	12	Witmer, C.- AP MACRECON GF	Rovie, E.- AP LANG COMP GF	Duncan, K.- AP COMP S PRINC GF	Mclendon, J.- AP STAT GIFT	Ceuninck, E.- PEER LEADERS 1	Meunier, P.- ACADEMIC CONTACT	Chvatal, J.- AP BIOLOGY N EO GF
207	12	Kling, D.- AP LIT/COMP GF	Chvatal, J.- AP BIOLOGY N EO GF	Kendall, M.- MSTRY ORCH I	Lindahl, L.- ADV DRAMA II	Meyer, M.- AP PSYCH GF	Martin, S.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT
208	12	Hanley, V.- PRECALCULUS	Rotondi, A.- AMGOV/CIV HON	Allgood, A.- LATIN III	MacKay, J.- FOREN SCI	Mcdaniel, J.- ACADEMIC CONTACT	Clemens, W.- 12 BR LIT&COMP HON	Meyer, M.- AP PSYCH
209	12	Chelko, K.- MAXWELL AM			Thompson, E.- ACADEMIC CONTACT	Woods, L.- MULTICUL LIT/ COMP HON	Stephenson, M.- PEER LEADERS 1	Conway, C.- STAT REASONING
210	12	Teacher, R.- COMP RELIG	Thornton, S.- ANAT & PHY GF	Timmons, S.- AP LANG COMP GF	Mcdaniel, J.- ECON & PERS FIN HON	Winzeler, M.- PRECALCULUS	Hill, J.- ACADEMIC CONTACT	Jones, P.- INTRO TEAM SPORTS
211	12	Rovie, E.- AP LANG COMP	Hanley, V.- PRECALCULUS	Rotondi, A.- AMGOV/CIV HON	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
212	12	Koontz, A.- AP AM GOV	Price, T.- PRIN OF ACCOUNT I	Lee, W.- ADV WGT TN	Schmiedt, I.- ACADEMIC CONTACT	Rogers, C.- 12 BR LIT&COMP HON	Chvatal, J.- AP BIOLOGY N EO	Backfisch, R.- AP CAL AB
213	12	Boyt, M.- ECON & PERS FIN	Campbell, T.- STAT REASONING	Settles Livers, C.- NAT RES MGMT	Dudek, K.- ACADEMIC CONTACT	Tshudy, E.- DANCE II	Woods, L.- MULTICUL LIT/ COMP	Debban, E.- JEWELRY METAL II
214	12	Erwin, J.- AP CHEM GF	Kendall, M.- ADV ORCH II	Timmons, S.- AP LANG COMP GF	Witmer, C.- AP MACRECON GF	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- SPO WLD LANG FR SP WS I	
215	12	Koontz, A.- AP AM GOV GF	Erwin, J.- AP CHEM GF	Timmons, S.- AP LANG COMP GF	Hanley, V.- AP CAL AB GF	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- MKT WS I	
216	12		Winzeler, M.- GAME D:ANIM &SIMUL	Witmer, C.- AP MACRECON GF	Koontz, A.- ACADEMIC CONTACT	Phillips, L.- LIN ALG/COM SC GF	Haynes, J.- FOREN SCI GF	
217	12	Walters, J.- CONTEM ISSUES	Kling, D.- AP LIT/COMP GF	Settles Livers, C.- NAT RES MGMT	Hanley, V.- AP CAL AB GF	Dickens, K.- ACADEMIC CONTACT	Mcdaniel, J.- ECON & PERS FIN HON	Debban, E.- JEWELRY METAL I
218	12	Cox, T.- ADV ALG: CONC & CONN	Samela, J.- GEOMETRY: CONC & CONN	Settles Livers, C.- NAT RES MGMT	Debban, E.- ACADEMIC CONTACT	Hill, J.- AMGOV/CIV	Severtson, K.- 12 BR LIT & COMP	Mincy, C.- BODY SCULP
219	12	Mcdaniel, J.- ECON & PERS FIN HON	Thompson, E.- AP STAT	Walsh, B.- 12 BR LIT&COMP HON	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- ENGR TECH WS I		
220	12		Haynes, J.- FOREN SCI GF	Michael, C.- CALC GF	Still, C.- MSTRY WOM CHOR I	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- CHORUS WS I	
221	12		Crawford, A.- 12 BR LIT&COMP HON	Still, C.- INT WOM CHOR III	Debban, E.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Thomas, D.- PRECALCULUS	
